,beds,sqft
286565,1 bd,
286614, ,
286633,3 Beds,
286637,"1,825 sqft",
286655, ,
286727,"7,500 sqft",
286779,3 Beds,
286833,3 Beds,
286840,"5,549 sqft",
286915,3 Beds,
286917,Bath,
286976,Baths,
286990,1.32 acres,
287088,0,
287091,2 Beds,
287150,Baths,
287168,3 bd,
287196,Baths,
287220,Baths,
287254, ,
287267,Baths,
287371,3.5 acres,
287387,1 acre,
287493,"7,405 sqft",
287518,3 bd,
287549,Baths,
287618,3 Beds,
287626,Baths,
287644,Baths,
287645,2,
287707,-- bd,
287736,3,
287737,3 Beds,
287765,Baths,
287783,1,
287810,Baths,
287971,2 Beds,
287992,6 bd,
288001,2 Beds,
288007,2 bd,
288025,6 bd,
288034,5 Beds,
288088,6 Beds,
288168,3 bd,
288192,3 Beds,
288216,"7,801 sqft",
288218,Baths,
288228,Baths,
288250,Baths,
288272,Baths,
288310,4 Beds,
288346,Baths,
288375,"3,101 sqft",
288402,3 Beds,
288464,0.31 acres,
288599,4 Beds,
288644,5 Beds,
288647,2 bd,
288676,-- bd,
288708,2 Beds,
288730,Baths,
288854,3 Beds,
288874,4 bd,
288881,0.41 acres,
288883,Bath,
288941,6 Beds,
289095,3 Beds,
289119,Baths,
289169,"7,492 sqft",
289259,Baths,
289273,0.26 acres,
289315,3 Beds,
289357,-- bd,
289365,Baths,
289367,3 bd,
289379,Baths,
289431,Baths,
289450,0.66 acres,
289473,Baths,
289493,Bath,
289563,-- bd,
289574,"5,000 sqft",
289578,3 Beds,
289581,2,
289596,1.06 acres,
289606,0.51 acres,
289708,"7,143 sqft",
289751, ,
289774,2,
289803,Baths,
289820,0.36 acres,
289861,4 Beds,
290019,0.26 acres,
290021,Baths,
290081,"2,408 sqft",
290131,2 acres,
290359,3 Beds,
290396,3 Beds,
290426,3 Beds,
290442,4 bd,
290473,1,
290485,4 Beds,
290605,2 Beds,
290607,0.43 acres,
290722,3 Beds,
290870,6 Beds,
290902,-- bd,
290951,3 Beds,
290959,Baths,
290965,Baths,
290981,3 Beds,
290995,0.52 acres,
291067,"6,272 sqft",
291083,2.17 acres,
291085,-- bd,
291137,1,
291141,4 Beds,
291149,"5,048 sqft",
291154,3 Beds,
291226,3 bd,
291294,1.02 acres,
291340,8 Beds,
291399,2 bd,
291490,0.39 acres,
291563,Baths,
291644,-- bd,
291657,Baths,
291667,4 Beds,
291709,Baths,
291727,5 Beds,
291734,Baths,
291748,Baths,
291793,4 Beds,
291868,Bath,
291870,"7,570 sqft",
291900,3 bd,
291908,Baths,
291965,"4,991 sqft",
291982,0.27 acres,
292002,4.21 acres,
292041,Baths,
292048,Baths,
292068,1,
292198,3,
292224,1,
292228,4 bd,
292345,3,
292424,3 bd,
292439,4,
292480,-- bd,
292734,11 Beds,
292785,1.78 acres,
292796,Baths,
292799,Baths,
292812,3 Beds,
292828,1.46 acres,
292841,0.48 acres,
292843,-- bd,
292856,0.3 acres,
292942,8.98 acres,
292969,2 Beds,
293051,1.56 acres,
293054,3 Beds,
293062,Baths,
293077,5,
293107,2 Beds,
293147,2 bd,
293225,0.36 acres,
293315,"9,147 sqft",
293365,4,
293469,0.79 acres,
293475,-- bd,
293550,"4,975 sqft",
293584,"10,323 sqft",
293586,-- bd,
293609,"7,148 sqft",
293649,3 Beds,
293690,Baths,
293734,Baths,
293735,2 bd,
293787,Bath,
293789,1.24 acres,
293796,Baths,
293836,3 Beds,
293924,"3,049 sqft",
293931,Baths,
293940,100.17 acres,
293981,"5,000 sqft",
293990,5 bd,
294100,Baths,
294159,3 bd,
294212,"9,583 sqft",
294222,Baths,
294228,2 bd,
294265,0.28 acres,
294353,"5,000 sqft",
294360,5 Beds,
294376,"7,710 sqft",
294388,3 bd,
294422,34.65 acres,
294456,-- bd,
294575,3 bd,
294656,3 Beds,
294768,0.48 acres,
294799,4 Beds,
294834,0.34 acres,
294976,"3,518 sqft",
295010,0.53 acres,
295070,Baths,
295098,1.21 acres,
295104,1.76 acres,
295119,3 Beds,
295140,0.63 acres,
295204,Baths,
295253,8,
295279,3,
295287,0.57 acres,
295289,6 bd,
295294,0.46 acres,
295318,3 bd,
295337,16,
295343,Baths,
295351,"10,001 sqft",
295367,3 bd,
295408,4 bd,
295438,6 Beds,
295448,Baths,
295556,Baths,
295617,"10,001 sqft",
295623,0.8 acres,
295628,Baths,
295653,2,
295660,0.29 acres,
295670,6 Beds,
295686,6 bd,
295939,12,
295941,Baths,
296001,Baths,
296060,0,
296067,3 Beds,
296182,0.25 acres,
296210,2 Beds,
296390, ,
296402,Baths,
296431,Baths,
296492,"7,840 sqft",
296517,1.03 acres,
296539,0.67 acres,
296546,"7,492 sqft",
296554,2 Beds,
296631,"5,000 sqft",
296720,"2,613 sqft",
296739,2 acres,
296751,4 Beds,
296780,"4,922 sqft",
296796,1.6 acres,
296822,4 Beds,
296858,"8,398 sqft",
296891,0.52 acres,
296901,"4,748 sqft",
296919,3 bd,
296975,5.03 acres,
296984,1,
297018,Baths,
297053,"5,501 sqft",
297067,0.45 acres,
297077,4 Beds,
297106,"6,490 sqft",
297181,5,
297183,3 bd,
297193,4 Beds,
297201,3 Beds,
297224,4 Beds,
297294,2 Beds,
297338,5 Beds,
297339,"7,261 sqft",
297409,"7,309 sqft",
297617,Baths,
297635,Bath,
297643,Bath,
297666,5.45 acres,
297703,3 bd,
297740,Bath,
297743,2 Beds,
297896,7 Beds,
297915,2 Beds,
297975,1.39 acres,
297985,Bath,
297989,1.03 acres,
298014,Baths,
298104,Baths,
298162,0.38 acres,
298226,3 bd,
298301,-- sqft,
298438,Bath,
298448,10 Beds,
298573,4 Beds,
298595,Baths,
298637,540 sqft,
298676,Bath,
298777,"9,504 sqft",
298879,0.29 acres,
298896,3 bd,
298918,Baths,
298941,2 Beds,
299028,24.93 acres,
299044,"7,139 sqft",
299070,3 bd,
299078,0.55 acres,
299138,"3,641 sqft",
299198,Baths,
299199,3 bd,
299252,0.77 acres,
299315,"8,276 sqft",
299420,Baths,
299465,Baths,
299506,6 bd,
299582,4 Beds,
299601,2 Beds,
299647,"4,795 sqft",
299680,3,
299810,Baths,
299811,Baths,
299838,Bath,
299842,-- bd,
299875,3 bd,
299880,4 bd,
299900,0,
299903,Baths,
299930,Bath,
299978,2 bd,
299981,3 Beds,
299999,0.7 acres,
300039,"6,599 sqft",
300061,Baths,
300128,2 Beds,
300149,12.97 acres,
300157,"9,273 sqft",
300201,4 bd,
300205,1,
300221,0.39 acres,
300248,Baths,
300256,"10,497 sqft",
300265,Bath,
300362,Baths,
300364,0,
300468,2 Beds,
300524,3 bd,
300564,3 bd,
300568,7,
300695,2 Beds,
300713,Baths,
300714,2.5 acres,
300717,"2,700 sqft",
300721,0.43 acres,
300748,Bath,
300809,2 bd,
300815,4 Beds,
300846,2 Beds,
300919,0.72 acres,
300963,3 Beds,
300993,0,
301013,3 bd,
301069,3 Beds,
301092,2 Beds,
301101,4 bd,
301102,4 bd,
301155,0,
301287,2 Beds,
301299,3 bd,
301342,"7,405 sqft",
301355,2 Beds,
301374,Baths,
301421,4 bd,
301438,"7,457 sqft",
301479,-- bd,
301497,4 Beds,
301570,2 bd,
301597,3,
301608, ,
301624,5 Beds,
301657,Bath,
301771,2 bd,
301820,Bath,
301864,8 bd,
301885,4 bd,
301955,2 Beds,
301996,3 Beds,
302102,6 Beds,
302158,5 Beds,
302218,"5,009 sqft",
302240,Baths,
302257,3,
302268,2 Beds,
302314,2 bd,
302321,4 bd,
302324,Baths,
302343,3 bd,
302359,1 acre,
302439,Bath,
302575,-- bd,
302582,4 bd,
302668,2 Beds,
302670,2,
302706,"3,750 sqft",
302731,3 bd,
302749,3 Beds,
302783,4,
302794,"3,998 sqft",
302896,2 Beds,
302904,5 Beds,
302951,3 bd,
302966,3 Beds,
302969,0.29 acres,
302981,3 bd,
303020,Baths,
303033,3 Beds,
303064,Baths,
303095,"4,486 sqft",
303152,3 Beds,
303243,Baths,
303314,3 Beds,
303338,Baths,
303351,5 Beds,
303371,Baths,
303392,Baths,
303401,3,
303407,"5,500 sqft",
303455,"5,009 sqft",
303493,4 acres,
303507,1.04 acres,
303565,Baths,
303580,4 bd,
303623,"4,499 sqft",
303633,0.59 acres,
303687,"1,385 sqft",
303699,4 Beds,
303710,3 Beds,
303716,3,
303816,2,
303858,4 bd,
303878,"6,407 sqft",
303950,0.49 acres,
303960,Baths,
303988,1.01 acres,
304009,0.51 acres,
304055,9 Beds,
304072,2.1 acres,
304098,2 Beds,
304236,0.6 acres,
304272,2 Beds,
304362,2,
304379,Bath,
304414,0.6 acres,
304482,Baths,
304492,4 Beds,
304499,"6,751 sqft",
304531,Bath,
304535,5 Beds,
304567,Bath,
304581,Baths,
304651,2 bd,
304685,Baths,
304716,2 bd,
304812,2 Beds,
304851,Baths,
304853,"10,001 sqft",
304933,2 Beds,
304952,8 Beds,
304988,6 Beds,
305027,"8,698 sqft",
305157,4 bd,
305162,4 bd,
305198,2,
305228,3 Beds,
305279,Baths,
305328,5 Beds,
305348,3,
305363,0.39 acres,
305365,2 bd,
305405,2 bd,
305561,-- bd,
305649,2 Beds,
305754,4 bd,
305757,Baths,
305858,6 Beds,
305884,3 Beds,
305886,4 Beds,
305938,3 bd,
305980,"5,009 sqft",
306074,0,
306082,Baths,
306085,2 bd,
306095,-- bd,
306163,5.27 acres,
306285,4 bd,
306311,3 Beds,
306334,Baths,
306370,"2,874 sqft",
306374,-- sqft,
306428,Baths,
306542,Baths,
306674,4 Beds,
306697,Baths,
306735,0.37 acres,
306747,Baths,
306762,Baths,
306841,"6,216 sqft",
306856,"5,227 sqft",
306885,"10,689 sqft",
306903,-- sqft,
306993,0.41 acres,
307010,Baths,
307058,4 Beds,
307084,3 Beds,
307148,4,
307195, ,
307198,Bath,
307369,Baths,
307447,Baths,
307523,Baths,
307550,4 bd,
307562,Baths,
307597,2 bd,
307607,1.03 acres,
307622,1.45 acres,
307660,-- bd,
307661,6.93 acres,
307679,0,
307705,3 Beds,
307718,0.94 acres,
307736,2 Beds,
307782,3 Beds,
307794,Baths,
307816,3,
307936,4 bd,
307943,Baths,
307986,Baths,
307998,Baths,
308072,0,
308103,3 bd,
308123,3 bd,
308127,"6,250 sqft",
308128,Baths,
308132,Baths,
308156,3 Beds,
308181,0,
308206,2 Beds,
308216,0.85 acres,
308221,6 Beds,
308289,3 bd,
308294,"2,874 sqft",
308305,"7,069 sqft",
308311,2 Beds,
308387,1.11 acres,
308396,2 Beds,
308422,4 Beds,
308475,Baths,
308631,Baths,
308671,0.26 acres,
308688,"2,160 sqft",
308689,1.01 acres,
308754,4 bd,
308793,10.32 acres,
308828,Baths,
308898,2 bd,
309032,"8,698 sqft",
309039,"3,484 sqft",
309160,4 bd,
309197,1.35 acres,
309273,-- bd,
309276,3 bd,
309277,4 Beds,
309420,Baths,
309442,0.72 acres,
309605,"6,551 sqft",
309610,4 bd,
309630,-- bd,
309727, ,
309729,1.8 acres,
309784,2 bd,
309824,3 bd,
309836,0.68 acres,
309877,Baths,
309880,5 bd,
309943,2.55 acres,
309966,Baths,
310045,Baths,
310107,"6,272 sqft",
310238,3.48 acres,
310242,3 bd,
310252,2 Beds,
310278,4 Beds,
310289,1.2 acres,
310302,Baths,
310342,3 Beds,
310343,Baths,
310355,2 Beds,
310359,1.87 acres,
310426,4 Beds,
310466,3 Beds,
310494,Bath,
310503,"5,000 sqft",
310527,Baths,
310545,5 Beds,
310551,Baths,
310556,3 bd,
310584,2 Beds,
310664,Baths,
310709,-- bd,
310717,-- sqft,
310772,7 Beds,
310778,2,
310851,Baths,
310905,0.59 acres,
310919,2 bd,
310960,Baths,
311000,4 bd,
311175,"9,147 sqft",
311196,2.83 acres,
311212,1,
311217,1.07 acres,
311225,0.44 acres,
311259,2,
311262,3.25 acres,
311268,4,
311306,3,
311337,Baths,
311413,1,
311497,0.5 acres,
311619,1.5 acres,
311634,"9,378 sqft",
311662,2 Beds,
311776,10 acres,
311817,Bath,
311832,2 bd,
311913,Baths,
311967,4 bd,
311980,"5,000 sqft",
312039,Baths,
312059,4 Beds,
312111,"8,712 sqft",
312188,3 Beds,
312216,11 Beds,
312234,0.49 acres,
312237,4 Beds,
312264,1,
312266,"5,009 sqft",
312281,2 Beds,
312407,6 Beds,
312438,Baths,
312449,Baths,
312505,Baths,
312582,2 Beds,
312592,Baths,
312673,"10,297 sqft",
312781,5 bd,
312811,1.01 acres,
312820,-- bd,
312836,3 bd,
312864,6 Beds,
312867,"1,742 sqft",
312968,"10,201 sqft",
312975,0.46 acres,
312982,1.03 acres,
312990, ,
313018,4,
313061,"10,454 sqft",
313203,Baths,
313267,-- sqft,
313317,Baths,
313326,0.73 acres,
313328,Baths,
313336,"5,000 sqft",
313443,Baths,
313570,3,
313726,Bath,
313732,2 bd,
313766,Bath,
313794,4 Beds,
313829,"2,874 sqft",
313845,0.76 acres,
313887,Baths,
313904,"5,000 sqft",
313915,3 bd,
313934,"6,969 sqft",
313942,Baths,
313988,0,
313993,"7,122 sqft",
314020,"7,884 sqft",
314106,4 Beds,
314200,"7,148 sqft",
314203,Baths,
314232,Baths,
314243,Baths,
314263,4 bd,
314281,7,
314320,"3,049 sqft",
314350,5 Beds,
314376,4 bd,
314399,1.91 acres,
314485,0.3 acres,
314521,0.31 acres,
314527,Baths,
314565,3 Beds,
314597,Baths,
314600,Baths,
314617,Baths,
314632,3 Beds,
314669,Baths,
314685,4 bd,
314782,-- bd,
314787,4,
314838,5,
314939,0.91 acres,
314953,1.61 acres,
315004,2 Beds,
315032,"6,098 sqft",
315034,-- sqft,
315040,Baths,
315052,Baths,
315089,"3,049 sqft",
315100,2.97 acres,
315191,0.53 acres,
315199,3 bd,
315280,Baths,
315303,4 Beds,
315304,3,
315330,1.4 acres,
315360,Baths,
315581,0.64 acres,
315618,2 Beds,
315678,"6,172 sqft",
315692,0.69 acres,
315711,5 Beds,
315791,-- bd,
315810,0.45 acres,
315869,0.58 acres,
315882,"10,647 sqft",
315904,"5,248 sqft",
315917,4 Beds,
316067,2 bd,
316088,6 Beds,
316131,Baths,
316152,3 Beds,
316349,3 Beds,
316358,Baths,
316482,Baths,
316524,Baths,
316647,Bath,
316665,"5,662 sqft",
316707,1.03 acres,
316740,"4,878 sqft",
316766,3 Beds,
316769,Baths,
316781,0.46 acres,
316819,2 Beds,
316825,4 bd,
316852,Baths,
316873,Baths,
316882,4 bd,
316899,Bath,
316946,-- bd,
316965,3 bd,
317071,"5,000 sqft",
317154,0.58 acres,
317323,"3,833 sqft",
317380,"8,838 sqft",
317469,-- bd,
317472,0.36 acres,
317506,4 bd,
317507,3 Beds,
317565,3,
317613,7.16 acres,
317622,2.5 acres,
317771,2,
317778,2.43 acres,
317799,0.59 acres,
317938,0.7 acres,
317975,-- bd,
317990,2 Beds,
318111,Baths,
318129,0.38 acres,
318139,2,
318218,4 bd,
318219,8 Beds,
318230,2 bd,
318246,"6,534 sqft",
318278,3,
318301,1.03 acres,
318321,Baths,
318342,0.32 acres,
318405,4 bd,
318443,"10,754 sqft",
318475,4 Beds,
318479,Bath,
318502,3,
318514,-- bd,
318538,"9,517 sqft",
318581,Baths,
318601,2 Beds,
318721,2,
318725,5 Beds,
318729,3 Beds,
318774,3 Beds,
318813,32,
319004,10 acres,
319022,3 bd,
319033,Baths,
319048,4 bd,
319049,5 Beds,
319182,Baths,
319201,3 Beds,
319213,1 bd,
319299,"6,377 sqft",
319379,"2,500 sqft",
319541,Baths,
319581,-- bd,
319583,4 Beds,
319630,5 bd,
319647,Baths,
319669,3,
319680,64 Beds,
319822,Baths,
319903,6 bd,
319967,3 bd,
319973,3 bd,
320084,4,
320137,6 Beds,
320183,Baths,
320193,3 Beds,
320258,6 Beds,
320336,3 Beds,
320361,2,
320367,4 bd,
320372,0.4 acres,
320429,1.2 acres,
320436,16.84 acres,
320446,3 Beds,
320482,3 bd,
320501,Baths,
320524,3 bd,
320564,2,
320591,"5,005 sqft",
320675,"5,797 sqft",
320689,4 bd,
320726,2 Beds,
320748,4,
320785,0.45 acres,
320834,Bath,
320865,-- bd,
320872,0.34 acres,
320889,4 bd,
320913,0.63 acres,
320930,Baths,
320984,Baths,
321100,Baths,
321145,Baths,
321190,4 Beds,
321196,Baths,
321273,3,
321290,3 bd,
321315,4 bd,
321510,2 Beds,
321532,5 Beds,
321550,5 Beds,
321564,-- bd,
321601,5 Beds,
321604,3 Beds,
321646,5 Beds,
321727,0,
321743,"9,875 sqft",
321777,"7,239 sqft",
321789,2,
321812,Baths,
321838,5.92 acres,
321888,0.25 acres,
321900,Baths,
321921,Baths,
321944,3 Beds,
322013,"3,410 sqft",
322025,4 bd,
322154,"7,501 sqft",
322181,2 bd,
322194,"7,849 sqft",
322227,0.85 acres,
322235,Baths,
322238,5 Beds,
322338,Bath,
322358,"5,148 sqft",
322369,2.1 acres,
322374,Baths,
322402,Baths,
322429,3 bd,
322475,0.84 acres,
322503,Bath,
322542,Baths,
322543,2.17 acres,
322583,"6,760 sqft",
322616,2 bd,
322708,0,
322719,0.35 acres,
322731,Baths,
322771,2 bd,
322775,0.41 acres,
322823,1 bd,
322834,3,
322873,6 Beds,
322917,1.16 acres,
322937, ,
323128,0.28 acres,
323132,2,
323224,"5,323 sqft",
323230,Baths,
323245,1.03 acres,
323264,3,
323272,Baths,
323323,2.5 acres,
323348,0.54 acres,
323406,Baths,
323464,3 Beds,
323502,Bath,
323550,0,
323581,"6,721 sqft",
323641,3 Beds,
323717,2 bd,
323765,-- bd,
323768,6 Beds,
323852,0.57 acres,
323956,1,
323992,"8,398 sqft",
324013,1.17 acres,
324061,2,
324070,4 bd,
324086,0.47 acres,
324103,3 Beds,
324141,"5,000 sqft",
324204,"5,323 sqft",
324232,Baths,
324236, ,
324242,Bath,
324282,5 Beds,
324310,0.34 acres,
324324,6 Beds,
324343,"7,683 sqft",
324353,1.13 acres,
324383,"9,940 sqft",
324386,2 Beds,
324452,6 Beds,
324456,Baths,
324489,Baths,
324525,0,
324605,2 Beds,
324670, ,
324675,0.92 acres,
324680,-- bd,
324737,4 Beds,
324771,1.42 acres,
324782,0.57 acres,
324902,Baths,
324910,1.3 acres,
324950,3 bd,
324960,3 bd,
324988,3 bd,
325052,1 acre,
325080,6,
325107,1,
325109,0.76 acres,
325132,8 Beds,
325276,0.26 acres,
325290,"3,999 sqft",
325316,Baths,
325343,2 Beds,
325392,3 bd,
325399,4 bd,
325445,Baths,
325446,Bath,
325616,4,
325635,2 bd,
325637,Baths,
325698,Baths,
325884,Baths,
325903,1.5 acres,
325916,3 Beds,
325921,-- bd,
325959,-- bd,
326005,-- bd,
326042,3 bd,
326095,Baths,
326115,"2,252 sqft",
326158,0.5 acres,
326181,Baths,
326201,2.47 acres,
326313,4 bd,
326435,0.76 acres,
326468,Baths,
326591,3,
326597,3 bd,
326616,3 Beds,
326637,3 bd,
326667,-- bd,
326707,0.6 acres,
326733,Baths,
326748,0.33 acres,
326776,Baths,
326780,Baths,
326828,"5,601 sqft",
326833, ,
326885,2 Beds,
326886,1.16 acres,
326969,Baths,
326972,5 Beds,
326979,"5,715 sqft",
326993,1.88 acres,
327128,3.64 acres,
327160,"5,000 sqft",
327170,"7,396 sqft",
327214,"7,562 sqft",
327216,Baths,
327269,3 Beds,
327310,4 bd,
327316,Baths,
327317,2 Beds,
327349,3 Beds,
327383,"2,613 sqft",
327404,0,
327461,Baths,
327542,4 Beds,
327722,2,
327726,1,
327771,3 bd,
327828,3 Beds,
327904,2 bd,
327917,871 sqft,
327918,0.44 acres,
327983,2 Beds,
327999,14.58 acres,
328005,"6,869 sqft",
328041,6 Beds,
328073,4 bd,
328112,2 acres,
328181,Baths,
328184,5 bd,
328206,3 Beds,
328305,1-2 Beds,
328335,5 bd,
328361,3,
328367,"6,451 sqft",
328442,3 bd,
328513,Baths,
328538,5 Beds,
328599,1,
328607,3 Beds,
328668,2 Beds,
328739,Baths,
328761,"7,840 sqft",
328844,0.59 acres,
328927,"5,000 sqft",
328933,-- bd,
328969,"5,000 sqft",
329002,5 bd,
329014,2.03 acres,
329022,Baths,
329066,3 Beds,
329072,"5,000 sqft",
329185,0.39 acres,
329253,"3,001 sqft",
329276,"7,100 sqft",
329350,-- bd,
329359,2,
329391,"6,250 sqft",
329422,Baths,
329469,2 Beds,
329497,Baths,
329499,Baths,
329534,Bath,
329551,9 acres,
329574,2 bd,
329580,8.25 acres,
329607,12 Beds,
329626,0.54 acres,
329645,4 bd,
329651,0.37 acres,
329753,Baths,
329774,4 bd,
329955,Baths,
329985,3 Beds,
330047,2 Beds,
330179,"6,873 sqft",
330204,64 Beds,
330209,3 Beds,
330316,0.6 acres,
330364,"5,841 sqft",
330395,Baths,
330397,2,
330410,Baths,
330413,Baths,
330429,6 Beds,
330447,4 bd,
330452,Baths,
330468,Baths,
330567,7,
330583,3,
330611,Baths,
330658,Bath,
330669,0.96 acres,
330671,Baths,
330672,4 bd,
330695,5 Beds,
330752,4 Beds,
330784,4 bd,
330815,"7,148 sqft",
330912,3 bd,
331059,64 Beds,
331067,0.35 acres,
331089,2 Beds,
331117,"5,401 sqft",
331160,2.6 acres,
331182,-- bd,
331188,Bath,
331193,1.95 acres,
331208,Bath,
331262,23 Beds,
331268,2 Beds,
331446,1 bd,
331566, ,
331654,Baths,
331659,2 Beds,
331689,5,
331778,"10,118 sqft",
331791,Baths,
331835,Baths,
331900,0.53 acres,
331921,-- bd,
331931,3 bd,
331964,2 Beds,
332023,Bath,
332033,0.65 acres,
332039,-- sqft,
332061,5 acres,
332080,Bath,
332120, ,
332163,0.53 acres,
332185,Baths,
332216,Baths,
332300,Baths,
332360,Baths,
332362,Baths,
332425,Bath,
332463,6 Beds,
332502,Bath,
332506,0.28 acres,
332518,0,
332546,3 Beds,
332550,"3,746 sqft",
332577,5 bd,
332704,Bath,
332751,3 Beds,
332770,4 Beds,
332802,0.3 acres,
332828,4 Beds,
332876,1.94 acres,
332898,3 bd,
332903,3,
332948,Bath,
332957,0.52 acres,
333001,3 Beds,
333031,1.82 acres,
333125,0,
333205,5 Beds,
333258,3,
333265,5,
333275,1.13 acres,
333378,3 Beds,
333411,Baths,
333479,Baths,
333516,8 Beds,
333518,2 bd,
333522,Baths,
333527,Baths,
333614,6 Beds,
333792,"5,662 sqft",
333814,2,
333819,Baths,
333862,5 Beds,
333909,Bath,
333914,Baths,
333935,Baths,
333966,Baths,
333967,2 Beds,
333994,0.25 acres,
334048,"6,969 sqft",
334077,"7,927 sqft",
334122,Baths,
334143,2 Beds,
334165,2 Beds,
334168,5 Beds,
334302,5 Beds,
334325,"5,000 sqft",
334328,"2,874 sqft",
334343,Baths,
334373,7 Beds,
334407,1.12 acres,
334434,-- sqft,
334447,"9,147 sqft",
334450, ,
334487,Baths,
334506,0.53 acres,
334622,0,
334627,0.6 acres,
334736,3 bd,
334766, ,
334805,Baths,
334807, ,
334872,1 bd,
334886,3 bd,
334896, ,
334912,Baths,
334931,2 bd,
334959,3,
334987,Baths,
335041,3 bd,
335131,0.34 acres,
335174,0,
335339,"7,100 sqft",
335400,5 bd,
335459,1 acre,
335506,2 Beds,
335557,0.65 acres,
335586,"7,500 sqft",
335638,0.26 acres,
335687,Baths,
335827,Baths,
335831,"3,998 sqft",
335833,3 bd,
335894,1.48 acres,
335932,"6,298 sqft",
335933,-- sqft,
335992,0,
335993,"6,372 sqft",
336007,Baths,
336057,Baths,
336058,2 Beds,
336179,Baths,
336236,"8,712 sqft",
336267,Bath,
336325,"3,789 sqft",
336413,0.71 acres,
336462,Baths,
336540,Bath,
336553,2 bd,
336594,3 bd,
336667,-- bd,
336744,3,
336775,3.84 acres,
336790,"10,001 sqft",
336800,"2,395 sqft",
336821,Baths,
336874,2 Beds,
336897,4 Beds,
336902,"6,200 sqft",
336928,0.5 acres,
336990,0.66 acres,
336999,"6,751 sqft",
337044,2 Beds,
337111,4 Beds,
337157,4 Beds,
337259,3 bd,
337338,3 Beds,
337357,3 bd,
337362,Baths,
337438,3,
337450,Baths,
337548,20.84 acres,
337564, ,
337706,Bath,
337709,4,
337716,0,
337791,Baths,
337794,4 bd,
337801,5 Beds,
337825,"2,874 sqft",
337951,2 Beds,
338015,4 bd,
338078,3 Beds,
338126,Baths,
338142,0.54 acres,
338232,Baths,
338254,2 Beds,
338264,"9,212 sqft",
338279,5 bd,
338281,"6,054 sqft",
338292,"5,000 sqft",
338294,"5,662 sqft",
338338,4 Beds,
338360,Baths,
338379,3 bd,
338463,3 Beds,
338493,Bath,
338533,1 bd,
338553,4 bd,
338591,0.7 acres,
338626,"3,158 sqft",
338632,Baths,
338726,Baths,
338733,1 bd,
338825,9 Beds,
338850,3 bd,
339029,Baths,
339120,"10,454 sqft",
339138,"2,178 sqft",
339143,2.37 acres,
339190,"10,236 sqft",
339248,2,
339260,Baths,
339281,"8,398 sqft",
339303,Baths,
339313,3 bd,
339344,Baths,
339347,3 bd,
339543,2,
339549,Baths,
339566,"6,751 sqft",
339569,0.41 acres,
339583,Baths,
339595,Baths,
339601,2 Beds,
339638,2 Beds,
339673,"10,367 sqft",
339787,"6,390 sqft",
339790,Baths,
339793,0.28 acres,
339812,Baths,
339833,Baths,
339867,3 Beds,
339871,3 bd,
339917,2 bd,
339941,4 Beds,
339955,6 bd,
339982,Baths,
339994,0.77 acres,
340172,0.81 acres,
340178,0.39 acres,
340239,4 bd,
340244,2 Beds,
340305,2,
340470,Bath,
340555,"5,000 sqft",
340598,"8,141 sqft",
340608,"7,501 sqft",
340613,"8,799 sqft",
340642,4 bd,
340736,3 bd,
340761,3 Beds,
340862,4 Beds,
340890,4 bd,
340961,3 bd,
340975,0.45 acres,
341020,2,
341067,"7,230 sqft",
341100,Baths,
341265,4 bd,
341266,2 Beds,
341340,6 Beds,
341358,Baths,
341364,Baths,
341503,3 bd,
341516,Baths,
341538,4 bd,
341549,2 Beds,
341570,3 Beds,
341605,"10,881 sqft",
341620,5.65 acres,
341644,Baths,
341724,1.25 acres,
341757,3 bd,
341788,0.27 acres,
341890,1 bd,
341902,Baths,
341926,3,
341935,1 bd,
341944,0.34 acres,
341952,1.15 acres,
342014,4 Beds,
342032,16 Beds,
342045,4,
342050,Baths,
342258,1.55 acres,
342267,Baths,
342286,Baths,
342295,Baths,
342304,"10,018 sqft",
342318,2 Beds,
342380,0.92 acres,
342397,0.46 acres,
342498,"4,251 sqft",
342687,Baths,
342692,2,
342698,4 Beds,
342704,"6,182 sqft",
342750,"5,000 sqft",
342878,3 bd,
342949,Baths,
342962,Bath,
342976,Bath,
343050,5.5 acres,
343092,Baths,
343108,4,
343119,4 Beds,
343284,"7,535 sqft",
343329,3,
343378,18.23 acres,
343420,Baths,
343442,Baths,
343456,3,
343463,3 Beds,
343477,1.17 acres,
343485,6 Beds,
343490,1,
343536,3 bd,
343585,-- bd,
343599,2,
343679,Baths,
343692,"7,191 sqft",
343694,5 bd,
343695,"3,580 sqft",
343702, ,
343829,2 Beds,
343840,2 Beds,
343908,1.03 acres,
343986,Baths,
344022,2,
344029,6 bd,
344084, ,
344094,3.35 acres,
344125,64 Beds,
344126,Baths,
344144,Baths,
344147,3 Beds,
344165,1,
344185,Baths,
344224,2 bd,
344271,-- bd,
344304,"7,126 sqft",
344323,0.37 acres,
344348,"5,388 sqft",
344453,Bath,
344466,Bath,
344480,-- bd,
344482,5.08 acres,
344695,0.29 acres,
344698,2,
344788,3 bd,
344793,"8,712 sqft",
344794,4 bd,
344846,"7,200 sqft",
344881,Bath,
344887,Baths,
344896,3 Beds,
344969,2 bd,
345047,Bath,
345053,2 bd,
345111,2 Beds,
345182,0.5 acres,
345291,3 bd,
345331,1,
345370,Baths,
345398,6 Beds,
345508,1.05 acres,
345515,2.88 acres,
345551,1.59 acres,
